id,category,subtype,korean_source,analytic_sentence,native_v2_1_sentence,design_notes
SO-LF5-001,longform_narrative,rain_patrol,"새벽 비가 그친 뒤, 관리팀 둘은 알돈ㅸ앙 동쪽 길부터 천천히 돌기 시작했다.","After the dawn rain stopped, two members of the facilities team began slowly making rounds from the east road of the campus-complex.",,Text G start
SO-LF5-002,longform_narrative,rain_patrol,"밤새 낮게 깔렸던 불ㅿ은은 많이 옅어졌지만, 물ㅸ앙 옆 바닥은 아직 젖어 있었다.","The smoke that had lain low all night had grown faint, but the ground beside the pond was still wet.",,
SO-LF5-003,longform_narrative,rain_patrol,한 사람은 지나에서 접은 빌나 몇 장과 점검표를 꺼내 오늘 순서를 다시 맞췄다.,One of them took several folded request-contents and a check sheet from the carried load and rearranged the order for the day.,,
SO-LF5-004,longform_narrative,rain_patrol,다른 사람은 말파ㅸ온이 비어 있는 공지문이 있는지부터 확인하자고 했다.,The other said they should first check whether there were notices with the speaker/source field left blank.,,
SO-LF5-005,longform_narrative,rain_patrol,"복도 끝 알나ㅸ앙 문은 조금 일찍 열려 있었고, 안쪽에는 알나닌ㅸ온 상자 둘이 그대로 남아 있었다.","The library at the end of the corridor was open a little early, and two boxes of undeciphered documents were still inside.",,
SO-LF5-006,longform_narrative,rain_patrol,"어제 쓰나ㅸ앙으로 옮기지 못한 종이들이 있어서, 그들은 먼저 분류표를 다시 읽었다.","Because there were papers they had not managed to move to the document repository yesterday, they reread the sorting chart first.",,
SO-LF5-007,longform_narrative,rain_patrol,"사본은 쓰나눌로, 사진은 보나ㅸ앙으로, 원본 설명문은 다시 알나칼ㅸ온 참고 뒤에 고쳐 적기로 했다.","They decided to send copies to written residue, photographs to the visual archive, and the original captions to be rewritten after consulting the textbook again.",,
SO-LF5-008,longform_narrative,rain_patrol,"동문 쪽 계단에서는 빛ㅿ은이 물기 위에서 길게 흔들려, 마치 보나눌 같은 잔상을 잠깐 남겼다.","On the stairway near the east gate, the path of light trembled long across the wet surface, briefly leaving something like an afterimage.",,listed-exception contextual use
SO-LF5-009,longform_narrative,rain_patrol,하지만 누구도 그 장면을 오래 보지 못했다. 먹돈 쪽 끓이돈 소리가 곧 복도 전체를 채웠기 때문이다.,"But no one could keep looking at the scene for long, because the kitchen sounds from the dining place soon filled the whole corridor.",,
SO-LF5-010,longform_narrative,rain_patrol,점검표 첫 줄에는 자라돈 화분 정리와 열눌 구역 재표기가 적혀 있었다.,The first line of the inspection sheet called for arranging the growing-ground pots and relabeling the ripe-fruit section.,,
SO-LF5-011,longform_narrative,rain_patrol,"꽃닌ㅸ온 구획은 밤새 바람에 뒤집힌 이름표가 많아서, 둘은 하나씩 다시 꽂아 두었다.","The flower-bud section had many labels flipped over by the wind during the night, so the two of them reset them one by one.",,
SO-LF5-012,longform_narrative,rain_patrol,"되도 고치돈 쪽 안내문도 함께 갈아야 한다는 말이 나와, 길 끝 창구까지 한 번 더 걸었다.","Moreover, someone said the notices near the repair place also needed changing, so they walked once more to the counter at the end of the hall.",,
SO-LF5-013,longform_narrative,rain_patrol,"창구 옆에는 전날 남겨 둔 빌나 뭉치가 그대로 있었고, 지나 하나가 의자 밑으로 밀려 들어가 있었다.","Beside the counter, the bundle of request-contents left there the previous day remained as it was, and one carried load had slipped beneath a chair.",,
SO-LF5-014,longform_narrative,rain_patrol,"그들은 먼저 말파ㅸ온 칸을 채운 뒤, 알돈ㅸ앙 북쪽 안내도와 실제 길이 어긋난 부분을 연필로 표시했다.","They first filled in the speaker/source field, then marked in pencil the places where the north campus map and the actual road no longer matched.",,
SO-LF5-015,longform_narrative,rain_patrol,"한 학생이 와서 보나ㅸ앙 열람 시간이 바뀌었냐고 묻자, 둘 중 하나가 오늘은 조금 늦어진다고 설명했다.","When a student came and asked whether visual archive access hours had changed, one of the two explained that it would start a little late today.",,
SO-LF5-016,longform_narrative,rain_patrol,"말나ㅿ은은 길지 않았지만, 아침 공기가 차서인지 말나ㆍ르처럼 같은 문장이 몇 번 되돌아왔다.","The flow of conversation was not long, but perhaps because the morning air was cold, the same sentence returned several times like a refrain.",,
SO-LF5-017,longform_narrative,rain_patrol,정오 가까이 되자 물리ㆍ르 냄새와 먹돈 냄새가 함께 올라와 알돈ㅸ앙 전체가 천천히 데워지는 듯했다.,"Near noon, the smell of the watercourse and the dining place rose together, and it felt as if the whole campus-complex were slowly warming.",,
SO-LF5-018,longform_narrative,rain_patrol,그때서야 어젯밤 미뤄 둔 보나ㅸ앙 안쪽 상자도 결국 열어야 한다는 결정이 내려졌다.,Only then was the decision made that the inner visual-archive boxes postponed last night would have to be opened after all.,,
SO-LF5-019,longform_narrative,rain_patrol,"상자 안에는 쓰나ㅿ은 기록과 전시 설명 원고가 섞여 있었고, 알파ㅸ온 메모도 몇 장 끼어 있었다.","Inside the boxes were mixed publication-channel records and exhibition drafts, with several notes from the teacher tucked in as well.",,
SO-LF5-020,longform_narrative,rain_patrol,둘은 설명문 순서를 다시 정리하며 빌나 맨 아래에 있던 오래된 표지를 따로 빼 두었다.,"As they rearranged the order of the captions, they set aside an old label that had been at the bottom of the request-contents.",,
SO-LF5-021,longform_narrative,rain_patrol,"그 종이에는 이미 지워진 말파ㅸ온 흔적이 남아 있어, 누가 처음 적었는지 알 수 없었다.","On that paper remained traces of a speaker/source field already erased, so it was impossible to tell who had first written it.",,
SO-LF5-022,longform_narrative,rain_patrol,"한 사람은 그 흔적이 보나눌처럼 눈에 걸린다고 말했지만, 다른 사람은 웃고만 말았다.","One person said the trace snagged in the eye like an afterimage, but the other only laughed.",,listed-exception contextual use
SO-LF5-023,longform_narrative,rain_patrol,"오후가 깊어질 무렵, 알나ㅸ앙 앞 길은 다시 조용해졌고 지나들도 하나둘 주인을 찾아갔다.","By late afternoon, the road in front of the library grew quiet again, and one by one the carried loads found their owners.",,
SO-LF5-024,longform_narrative,rain_patrol,마지막 점검은 동문 쪽 불ㅿ은과 물ㅸ앙 가장자리였다.,The final inspection concerned the east-gate smoke and the edge of the pond.,,
SO-LF5-025,longform_narrative,rain_patrol,"모든 표식을 마치고 나자, 두 사람은 이제 알돈ㅸ앙을 눈으로 외우게 되었다고 거의 동시에 말했다.","Once all the markings were done, the two of them said almost at the same time that they had now begun to memorize the campus-complex with their eyes.",,Text G end
SO-LF6-001,longform_dialogue,archive_desk,안녕하세요. 오늘 보나ㅸ앙 열람과 알나ㅸ앙 자료 대출을 같이 하려고 왔습니다.,Hello. I came today to use the visual archive and borrow library materials together.,,Text H start
SO-LF6-002,longform_dialogue,archive_desk,"네, 어서 오디온. 먼저 빌나를 쓰시고 지나는 오른쪽 선반 아래에 두시디온.","Yes, welcome. Please write the request-content first and place the carried load under the shelf on the right.",,HON anchor
SO-LF6-003,longform_dialogue,archive_desk,"말파ㅸ온 칸에는 제 이름만 적으면 되나요, 아니면 지도교수 이름도 함께 적어야 하나요?","In the speaker/source field should I write only my name, or do I need to add my advisor's name as well?",,
SO-LF6-004,longform_dialogue,archive_desk,본인 진술이면 이름만 적으셔도 됩니다. 남의 말을 옮기시면 출처도 함께 적어디온.,"If it is your own statement, just your name is enough. If you are relaying someone else's words, please also write the source.",,HON explanation
SO-LF6-005,longform_dialogue,archive_desk,오늘은 사람이 많은가요? 복도 쪽 말나ㅿ은이 생각보다 크네요.,Are there many people today? The flow of conversation in the corridor is louder than I expected.,,
SO-LF6-006,longform_dialogue,archive_desk,"네, 알돈ㅸ앙 전체에서 전시 안내와 고치돈 공지가 함께 나가서 조금 붐비디온.","Yes, because both the exhibition guide and the repair-place notice went out across the whole campus-complex, it is a bit crowded.",,HON background
SO-LF6-007,longform_dialogue,archive_desk,그럼 기다리는 동안 알나칼ㅸ온을 조금 읽고 있어도 괜찮을까요?,"Then while I wait, would it be alright if I read the textbook a little?",,
SO-LF6-008,longform_dialogue,archive_desk,괜찮디온. 다만 안쪽 자리에 앉으시면 알나닌ㅸ온 상자를 옮길 때 방해가 덜 됩니다.,"That is fine. However, if you sit at an inner seat, you will interfere less when we move the boxes of undeciphered documents.",,HON procedural
SO-LF6-009,longform_dialogue,archive_desk,보나ㅸ앙 안쪽에는 사진만 있나요? 어제는 쓰나ㅸ앙 자료도 조금 있다고 들었습니다.,Are there only photographs inside the visual archive? Yesterday I heard there were also some document-repository materials.,,
SO-LF6-010,longform_dialogue,archive_desk,"사진이 중심이지만, 전시 설명에 필요한 쓰나ㅿ은 기록과 사본은 일부 함께 두디온.","Photographs are central, but we also keep some publication-channel records and copies needed for the exhibition captions together.",,HON explanatory
SO-LF6-011,longform_dialogue,archive_desk,제 기록은 나중에 쓰나눌로만 남는 건 아니지요?,"My record will not later remain only as written residue, right?",,
SO-LF6-012,longform_dialogue,archive_desk,"아닙니다. 원기록은 쓰나ㅸ앙에 보관하고, 배부용 정리본만 쓰나눌로 남기디온.","No. The original record is kept in the document repository, and only the handout summary is left as written residue.",,HON clarification
SO-LF6-013,longform_dialogue,archive_desk,"밖에 비가 다시 오는 것 같던데, 동문 길로 돌아가도 괜찮을까요?",It seems to be raining outside again; would it be alright to return by the east-gate path?,,
SO-LF6-014,longform_dialogue,archive_desk,"지금은 불ㅿ은이 많이 옅어졌지만, 물ㅸ앙 옆은 미끄러우니 북쪽 길로 돌아가디온.","The smoke has grown much thinner now, but the area beside the pond is slippery, so please go around by the north path.",,HON warning
SO-LF6-015,longform_dialogue,archive_desk,알겠습니다. 혹시 먹돈 쪽에 다녀오는 동안 순서가 오면 어떻게 하나요?,"Understood. If my turn comes while I am over at the dining place, what happens?",,
SO-LF6-016,longform_dialogue,archive_desk,"괜찮디온. 순서가 오면 말파ㅸ온 이름으로 한 번 부르고, 안 계시면 잠시 뒤 다시 부르디온.","That is fine. When your turn comes, we call once by the name in the speaker/source field, and if you are not present we call again after a short while.",,HON queue management
SO-LF6-017,longform_dialogue,archive_desk,그러면 지나만 여기 두고 잠깐 다녀와도 되겠네요.,Then I can just leave the carried load here and step out for a moment.,,
SO-LF6-018,longform_dialogue,archive_desk,"네, 다만 통로를 막지 않게 선반 안쪽으로 조금 더 밀어 두시디온.","Yes, but please push it a bit farther inside the shelf so it does not block the passage.",,HON imperative/polite
SO-LF6-019,longform_dialogue,archive_desk,감사합니다. 어제 유리 위에 남은 빛이 보나눌처럼 오래 남아서 아직도 기억에 걸려 있습니다.,"Thank you. Yesterday the light left on the glass remained like an afterimage for a long time, and it is still caught in my memory.",,listed-exception in polite dialogue
SO-LF6-020,longform_dialogue,archive_desk,그럴 때가 있디온. 전시실 불빛은 저녁이 되면 유리마다 다르게 남기디온.,That happens sometimes. By evening the exhibition lights remain differently on each pane of glass.,,HON + listed-exception-adjacent context
SO-LF6-021,longform_dialogue,archive_desk,오늘도 안쪽 보나ㅸ앙 유리에는 빛ㅿ은이 길게 남았나요?,Has a long path of light remained on the inner visual-archive glass today too?,,
SO-LF6-022,longform_dialogue,archive_desk,조금 남았디온. 다만 지금은 사람들이 많아 먼저 빌나부터 처리하는 편이 낫디온.,"A little remains. However, because there are many people now, it is better to process the request-contents first.",,HON prioritization
SO-LF6-023,longform_dialogue,archive_desk,"네, 그럼 제가 알나칼ㅸ온을 읽고 있는 동안 차례가 오면 불러 주세요.","Yes, then please call me when my turn comes while I am reading the textbook.",,
SO-LF6-024,longform_dialogue,archive_desk,"알겠디온. 천천히 보시고, 필요하시면 알파ㅸ온 확인도 함께 도와디온.","Understood. Please take your time looking, and if needed I can also help with confirmation from the teacher.",,HON assistance
SO-LF6-025,longform_dialogue,archive_desk,고맙습니다. 오늘은 접수대 말나ㅿ은까지도 이상하게 차분해서 오래 기억에 남을 것 같네요.,"Thank you. Today even the flow of conversation at the desk feels strangely calm, so I think it will stay in memory for a long time.",,Text H end
